Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.44	0.39	0.00	0.16	0.01	0.00	0.01	Žuta
0.00	0.00	0.06	0.00	0.00	0.08	0.07	0.79	Magenta
0.00	0.00	0.04	0.52	0.03	0.11	0.18	0.11	Plava
0.09	0.87	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.53	0.04	0.10	0.18	0.11	Plava
0.01	0.88	0.12	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.02	0.00	0.53	0.41	0.02	Indigo
0.00	0.00	0.07	0.38	0.14	0.10	0.22	0.09	Plava
0.00	0.96	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.09	0.21	0.26	0.12	0.23	0.09	Tirkizna
0.00	0.00	0.03	0.00	0.00	0.17	0.04	0.76	Magenta
0.00	0.09	0.16	0.00	0.60	0.05	0.07	0.03	Tirkizna
0.00	0.00	0.09	0.20	0.26	0.13	0.23	0.08	Tirkizna
0.00	0.01	0.10	0.05	0.23	0.06	0.44	0.10	Modra
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.00	0.00	0.28	0.02	0.69	Magenta
0.00	0.00	0.06	0.00	0.00	0.08	0.06	0.79	Magenta
0.00	0.10	0.13	0.00	0.61	0.04	0.09	0.02	Tirkizna
0.00	0.07	0.15	0.00	0.60	0.05	0.09	0.03	Tirkizna
0.45	0.52	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.05	0.10	0.00	0.60	0.04	0.19	0.02	Tirkizna
0.00	0.00	0.05	0.49	0.07	0.08	0.20	0.12	Plava
0.00	0.00	0.01	0.02	0.01	0.53	0.42	0.02	Indigo
0.00	0.00	0.01	0.00	0.00	0.57	0.18	0.24	Indigo
0.11	0.76	0.13	0.00	0.00	0.00	0.00	0.00	Žuta
0.80	0.19	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.78	0.17	0.00	0.05	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.42	0.02	0.18	0.23	0.11	Plava
0.00	0.00	0.03	0.26	0.02	0.30	0.31	0.08	Modra
0.00	0.44	0.39	0.00	0.15	0.01	0.00	0.01	Žuta
0.00	0.00	0.04	0.53	0.05	0.08	0.18	0.11	Plava
0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.97	Magenta
0.00	0.25	0.49	0.00	0.23	0.02	0.00	0.01	Zelena
0.00	0.00	0.03	0.39	0.04	0.21	0.25	0.07	Plava
0.00	0.08	0.16	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.09	0.00	0.00	0.01	0.02	0.88	Magenta
0.00	0.06	0.14	0.00	0.58	0.06	0.12	0.04	Tirkizna
0.00	0.89	0.09	0.00	0.02	0.00	0.00	0.00	Žuta
0.00	0.06	0.91	0.00	0.02	0.00	0.00	0.00	Zelena
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.00	0.00	0.05	0.02	0.88	Magenta
0.83	0.14	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.08	0.01	0.45	0.39	0.05	Indigo
0.00	0.00	0.06	0.01	0.00	0.10	0.08	0.76	Magenta
0.01	0.86	0.14	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.08	0.11	0.00	0.62	0.04	0.13	0.02	Tirkizna
0.00	0.00	0.17	0.02	0.35	0.19	0.20	0.06	Tirkizna
0.90	0.10	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.06	0.43	0.11	0.09	0.21	0.10	Plava
0.00	0.00	0.01	0.01	0.00	0.59	0.35	0.05	Indigo
0.00	0.00	0.02	0.05	0.01	0.48	0.42	0.03	Indigo
0.00	0.00	0.03	0.22	0.02	0.33	0.33	0.08	Indigo
0.00	0.00	0.06	0.40	0.13	0.11	0.21	0.08	Plava
0.00	0.00	0.06	0.00	0.00	0.04	0.04	0.86	Magenta
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.39	0.53	0.00	0.07	0.00	0.00	0.00	Zelena
0.00	0.00	0.08	0.31	0.17	0.09	0.24	0.10	Plava
0.04	0.91	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.78	0.21	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.05	0.21	0.01	0.20	0.23	0.31	Magenta
0.00	0.00	0.02	0.10	0.02	0.42	0.40	0.04	Indigo
0.00	0.00	0.01	0.04	0.01	0.50	0.40	0.04	Indigo
0.00	0.02	0.13	0.02	0.48	0.10	0.18	0.06	Tirkizna
0.00	0.00	0.03	0.42	0.04	0.19	0.24	0.07	Plava
0.00	0.00	0.03	0.31	0.02	0.25	0.27	0.12	Plava
0.84	0.14	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.12	0.07	0.40	0.12	0.21	0.07	Tirkizna
0.00	0.00	0.05	0.51	0.05	0.08	0.19	0.13	Plava
0.00	0.00	0.01	0.01	0.00	0.55	0.37	0.05	Indigo
0.01	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.33	0.03	0.26	0.28	0.08	Plava
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.04	0.91	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.67	0.28	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.02	0.91	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.36	0.02	0.22	0.25	0.12	Plava
0.00	0.13	0.11	0.00	0.65	0.03	0.08	0.01	Tirkizna
0.00	0.27	0.67	0.00	0.05	0.00	0.00	0.00	Zelena
0.00	0.00	0.02	0.11	0.01	0.42	0.38	0.06	Indigo
0.00	0.00	0.02	0.10	0.01	0.42	0.34	0.11	Indigo
0.00	0.01	0.12	0.07	0.40	0.11	0.22	0.07	Tirkizna
0.00	0.03	0.85	0.00	0.09	0.02	0.00	0.01	Zelena
0.40	0.58	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.91	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.07	0.39	0.06	0.07	0.24	0.17	Plava
0.00	0.47	0.34	0.00	0.18	0.01	0.00	0.01	Žuta
0.00	0.00	0.05	0.52	0.07	0.09	0.18	0.10	Plava
0.00	0.00	0.01	0.00	0.00	0.60	0.36	0.03	Indigo
0.00	0.00	0.07	0.01	0.00	0.06	0.07	0.80	Magenta
0.00	0.00	0.03	0.49	0.03	0.14	0.20	0.11	Plava
0.00	0.00	0.04	0.51	0.03	0.12	0.19	0.12	Plava
0.04	0.90	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.28	0.01	0.22	0.25	0.20	Plava
0.83	0.12	0.05	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.00	0.00	0.01	0.00	0.95	Magenta
0.00	0.00	0.03	0.39	0.03	0.21	0.25	0.10	Plava
0.00	0.03	0.14	0.01	0.54	0.08	0.15	0.05	Tirkizna
0.00	0.00	0.02	0.05	0.01	0.48	0.37	0.08	Indigo
0.84	0.14	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.92	Magenta
0.00	0.00	0.01	0.00	0.00	0.58	0.38	0.02	Indigo
0.10	0.86	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.06	0.15	0.00	0.59	0.06	0.11	0.04	Tirkizna
0.00	0.05	0.81	0.00	0.11	0.02	0.00	0.01	Zelena
0.00	0.00	0.04	0.53	0.03	0.09	0.18	0.13	Plava
0.00	0.00	0.01	0.00	0.00	0.59	0.27	0.12	Indigo
0.00	0.00	0.04	0.53	0.05	0.08	0.18	0.11	Plava
0.00	0.79	0.14	0.00	0.07	0.00	0.00	0.00	Žuta
0.08	0.84	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.52	0.04	0.12	0.19	0.10	Plava
0.82	0.13	0.06	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.43	0.36	0.00	0.19	0.01	0.00	0.01	Žuta
0.00	0.00	0.06	0.01	0.00	0.08	0.08	0.77	Magenta
0.13	0.84	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.00	0.00	0.05	0.02	0.89	Magenta
0.82	0.17	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.33	0.34	0.00	0.29	0.02	0.01	0.01	Zelena
0.00	0.32	0.16	0.00	0.48	0.02	0.02	0.01	Tirkizna
0.00	0.03	0.24	0.00	0.54	0.08	0.07	0.04	Tirkizna
0.00	0.48	0.45	0.00	0.06	0.00	0.00	0.00	Žuta
0.01	0.95	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.04	0.01	0.46	0.34	0.13	Indigo
0.00	0.89	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.01	0.00	0.55	0.33	0.09	Indigo
0.00	0.00	0.07	0.35	0.16	0.11	0.22	0.09	Plava
0.00	0.06	0.14	0.00	0.59	0.06	0.12	0.04	Tirkizna
0.00	0.33	0.50	0.00	0.15	0.01	0.00	0.01	Zelena
0.00	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.84	0.16	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.88	0.00	0.08	0.02	0.00	0.01	Zelena
0.01	0.85	0.14	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.54	0.04	0.09	0.18	0.11	Plava
0.00	0.00	0.03	0.22	0.02	0.33	0.34	0.06	Modra
0.00	0.00	0.06	0.42	0.11	0.09	0.22	0.10	Plava
0.00	0.73	0.22	0.00	0.04	0.00	0.00	0.00	Žuta
0.00	0.60	0.33	0.00	0.06	0.00	0.00	0.00	Žuta
0.00	0.46	0.37	0.00	0.16	0.01	0.00	0.01	Žuta
0.00	0.12	0.11	0.00	0.63	0.03	0.09	0.01	Tirkizna
0.03	0.89	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.10	0.14	0.31	0.10	0.25	0.09	Tirkizna
0.00	0.00	0.03	0.31	0.03	0.27	0.29	0.08	Plava
0.00	0.00	0.01	0.00	0.00	0.50	0.02	0.47	Indigo
0.00	0.00	0.03	0.31	0.02	0.26	0.28	0.10	Plava
0.00	0.00	0.03	0.36	0.03	0.23	0.26	0.09	Plava
0.00	0.00	0.09	0.08	0.13	0.34	0.32	0.05	Indigo
0.00	0.82	0.14	0.00	0.04	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.31	0.02	0.26	0.28	0.10	Plava
0.00	0.90	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.02	0.01	0.53	0.40	0.03	Indigo
0.00	0.00	0.08	0.34	0.10	0.07	0.27	0.15	Plava
0.00	0.00	0.06	0.46	0.08	0.08	0.21	0.12	Plava
0.01	0.86	0.13	0.00	0.00	0.00	0.00	0.00	Žuta
0.68	0.31	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.00	0.00	0.03	0.01	0.94	Magenta
0.00	0.00	0.02	0.12	0.01	0.42	0.38	0.06	Indigo
0.07	0.89	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.91	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.46	0.42	0.00	0.11	0.01	0.00	0.00	Žuta
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.39	0.57	0.00	0.04	0.00	0.00	0.00	Zelena
0.00	0.09	0.11	0.00	0.64	0.03	0.12	0.02	Tirkizna
0.00	0.02	0.23	0.00	0.54	0.08	0.08	0.04	Tirkizna
0.00	0.00	0.05	0.48	0.09	0.09	0.20	0.09	Plava
0.00	0.04	0.21	0.00	0.56	0.07	0.08	0.04	Tirkizna
0.01	0.95	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.63	0.32	0.05	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.03	0.01	0.51	0.41	0.03	Indigo
0.83	0.12	0.06	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.04	0.15	0.00	0.56	0.07	0.13	0.04	Tirkizna
0.89	0.09	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.98	0.00	0.00	0.00	0.00	0.00	Zelena
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.05	0.50	0.06	0.08	0.19	0.11	Plava
0.00	0.33	0.44	0.00	0.20	0.01	0.00	0.01	Zelena
0.00	0.00	0.04	0.52	0.04	0.12	0.19	0.10	Plava
0.00	0.01	0.35	0.00	0.46	0.09	0.06	0.03	Tirkizna
0.00	0.00	0.08	0.01	0.00	0.04	0.06	0.81	Magenta
0.00	0.00	0.01	0.04	0.01	0.50	0.37	0.07	Indigo
0.01	0.95	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.20	0.01	0.47	0.13	0.14	0.05	Tirkizna
0.00	0.89	0.11	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.49	0.03	0.13	0.20	0.11	Plava
0.00	0.00	0.07	0.39	0.07	0.07	0.25	0.16	Plava
0.01	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.07	0.73	0.00	0.16	0.02	0.00	0.01	Zelena
0.00	0.00	0.04	0.54	0.04	0.09	0.18	0.11	Plava
0.88	0.12	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.87	0.12	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.07	0.29	0.15	0.17	0.24	0.07	Plava
0.00	0.00	0.03	0.00	0.00	0.05	0.01	0.91	Magenta
0.00	0.23	0.20	0.00	0.50	0.03	0.03	0.01	Tirkizna
0.00	0.53	0.27	0.00	0.19	0.01	0.00	0.00	Žuta
0.00	0.88	0.11	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.00	0.00	0.22	0.08	0.67	Magenta
0.00	0.00	0.58	0.00	0.25	0.10	0.04	0.03	Zelena
0.00	0.00	0.08	0.32	0.12	0.07	0.27	0.13	Plava
0.00	0.00	0.01	0.04	0.01	0.50	0.38	0.06	Indigo
0.00	0.08	0.16	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.03	0.34	0.02	0.23	0.26	0.12	Plava
0.00	0.91	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.07	0.73	0.00	0.16	0.02	0.00	0.01	Zelena
0.74	0.26	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.08	0.14	0.00	0.60	0.05	0.10	0.03	Tirkizna
0.00	0.00	0.04	0.53	0.05	0.11	0.18	0.09	Plava
0.00	0.91	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.09	0.02	0.43	0.40	0.04	Indigo
0.00	0.00	0.02	0.11	0.01	0.43	0.38	0.06	Indigo
0.00	0.08	0.18	0.00	0.59	0.05	0.06	0.03	Tirkizna
0.00	0.00	0.06	0.42	0.02	0.08	0.19	0.23	Plava
0.03	0.92	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.61	0.34	0.00	0.05	0.00	0.00	0.00	Žuta
0.02	0.94	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.02	0.00	0.54	0.36	0.07	Indigo
0.00	0.01	0.09	0.22	0.23	0.09	0.26	0.10	Modra
0.00	0.00	0.04	0.00	0.00	0.10	0.05	0.81	Magenta
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.03	0.10	0.00	0.67	0.03	0.17	0.01	Tirkizna
0.86	0.13	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.00	0.00	0.03	0.01	0.93	Magenta
