Narancasta	      Zuta	    Zelena	     Plava	  Tirkizna	    Indigo	     Modra	   Magenta	klasa
  0.000000	  0.000001	  0.000005	  0.000003	  0.000014	  0.000000	  0.000002	  0.000000	Tirkizna
  0.000000	  0.000000	  0.000002	  0.000016	  0.000011	  0.000003	  0.000010	  0.000009	Plava
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000002	  0.000001	  0.000002	Magenta
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000014	  0.000005	  0.000001	Indigo
  0.000000	  0.000000	  0.000003	  0.000005	  0.000014	  0.000000	  0.000003	  0.000001	Tirkizna
  0.000020	  0.000027	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000005	  0.000005	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000022	  0.000014	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000018	  0.000025	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000004	  0.000002	  0.000002	  0.000007	  0.000005	  0.000000	Indigo
  0.000024	  0.000023	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000027	  0.000020	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000004	  0.000026	  0.000011	  0.000020	  0.000027	  0.000009	Modra
  0.000021	  0.000026	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000007	  0.000000	  0.000008	  0.000006	  0.000021	Magenta
  0.000000	  0.000000	  0.000000	  0.000003	  0.000000	  0.000015	  0.000005	  0.000002	Indigo
  0.000008	  0.000010	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000027	  0.000019	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000002	  0.000020	  0.000008	  0.000027	  0.000002	  0.000007	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000001	  0.000026	  0.000007	  0.000018	  0.000024	  0.000017	Plava
  0.000000	  0.000001	  0.000023	  0.000008	  0.000024	  0.000003	  0.000008	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000001	  0.000000	  0.000008	  0.000002	  0.000001	Indigo
  0.000000	  0.000002	  0.000015	  0.000006	  0.000025	  0.000001	  0.000005	  0.000001	Tirkizna
  0.000020	  0.000027	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000011	  0.000003	  0.000002	Indigo
  0.000000	  0.000000	  0.000003	  0.000020	  0.000014	  0.000005	  0.000014	  0.000009	Plava
  0.000000	  0.000000	  0.000000	  0.000009	  0.000001	  0.000007	  0.000008	  0.000026	Magenta
  0.000000	  0.000000	  0.000000	  0.000006	  0.000000	  0.000008	  0.000006	  0.000019	Magenta
  0.000006	  0.000020	  0.000006	  0.000000	  0.000003	  0.000000	  0.000000	  0.000000	Zuta
  0.000023	  0.000026	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000018	  0.000026	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000008	  0.000001	  0.000003	  0.000005	  0.000025	Magenta
  0.000000	  0.000000	  0.000003	  0.000027	  0.000013	  0.000012	  0.000023	  0.000012	Plava
  0.000002	  0.000004	  0.000013	  0.000000	  0.000002	  0.000000	  0.000000	  0.000000	Zelena
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000000	  0.000001	  0.000009	Magenta
  0.000000	  0.000000	  0.000000	  0.000010	  0.000001	  0.000024	  0.000014	  0.000007	Indigo
  0.000000	  0.000000	  0.000006	  0.000014	  0.000021	  0.000003	  0.000010	  0.000004	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000009	  0.000003	  0.000002	  0.000005	  0.000015	Magenta
  0.000000	  0.000000	  0.000002	  0.000027	  0.000008	  0.000020	  0.000026	  0.000014	Plava
  0.000000	  0.000000	  0.000000	  0.000001	  0.000000	  0.000002	  0.000001	  0.000005	Magenta
  0.000000	  0.000000	  0.000001	  0.000010	  0.000002	  0.000025	  0.000016	  0.000003	Indigo
  0.000019	  0.000025	  0.000004	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000004	  0.000000	  0.000002	  0.000002	  0.000021	Magenta
  0.000026	  0.000016	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000001	  0.000013	  0.000002	  0.000027	  0.000018	  0.000005	Indigo
  0.000027	  0.000015	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000003	  0.000000	  0.000003	  0.000002	  0.000016	Magenta
  0.000000	  0.000000	  0.000002	  0.000024	  0.000007	  0.000023	  0.000027	  0.000011	Modra
  0.000000	  0.000002	  0.000014	  0.000007	  0.000025	  0.000001	  0.000005	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000003	  0.000000	  0.000015	  0.000005	  0.000001	Indigo
  0.000000	  0.000000	  0.000002	  0.000000	  0.000000	  0.000001	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000002	  0.000026	  0.000011	  0.000010	  0.000021	  0.000014	Plava
  0.000000	  0.000000	  0.000002	  0.000022	  0.000010	  0.000007	  0.000016	  0.000015	Plava
  0.000025	  0.000012	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000002	  0.000018	  0.000004	  0.000027	  0.000023	  0.000008	Indigo
  0.000000	  0.000000	  0.000000	  0.000010	  0.000001	  0.000009	  0.000009	  0.000025	Magenta
  0.000000	  0.000000	  0.000000	  0.000003	  0.000000	  0.000002	  0.000002	  0.000020	Magenta
  0.000019	  0.000021	  0.000004	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000006	Magenta
  0.000000	  0.000000	  0.000001	  0.000002	  0.000005	  0.000000	  0.000001	  0.000001	Tirkizna
  0.000000	  0.000001	  0.000022	  0.000009	  0.000023	  0.000004	  0.000010	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000001	  0.000000	  0.000004	  0.000001	  0.000004	Magenta
  0.000000	  0.000000	  0.000018	  0.000008	  0.000014	  0.000007	  0.000011	  0.000001	Zelena
  0.000000	  0.000000	  0.000006	  0.000025	  0.000014	  0.000018	  0.000026	  0.000007	Modra
  0.000000	  0.000001	  0.000017	  0.000014	  0.000026	  0.000005	  0.000013	  0.000002	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000013	  0.000004	  0.000001	Indigo
  0.000021	  0.000027	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000003	  0.000025	  0.000009	  0.000022	  0.000027	  0.000009	Modra
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000004	Magenta
  0.000000	  0.000000	  0.000001	  0.000003	  0.000005	  0.000000	  0.000001	  0.000001	Tirkizna
  0.000019	  0.000025	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000008	  0.000001	  0.000005	  0.000006	  0.000026	Magenta
  0.000001	  0.000004	  0.000022	  0.000001	  0.000007	  0.000001	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000000	  0.000003	  0.000000	  0.000000	  0.000001	  0.000011	Magenta
  0.000027	  0.000016	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000003	  0.000003	  0.000002	  0.000010	  0.000006	  0.000000	Indigo
  0.000000	  0.000000	  0.000002	  0.000018	  0.000013	  0.000004	  0.000012	  0.000009	Plava
  0.000000	  0.000000	  0.000002	  0.000026	  0.000008	  0.000020	  0.000026	  0.000014	Modra
  0.000000	  0.000000	  0.000001	  0.000015	  0.000003	  0.000027	  0.000020	  0.000006	Indigo
  0.000000	  0.000000	  0.000004	  0.000026	  0.000016	  0.000012	  0.000023	  0.000009	Plava
  0.000000	  0.000000	  0.000001	  0.000008	  0.000007	  0.000001	  0.000004	  0.000005	Plava
  0.000018	  0.000027	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000012	  0.000012	  0.000005	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000005	  0.000001	  0.000020	  0.000009	  0.000002	Indigo
  0.000000	  0.000000	  0.000003	  0.000012	  0.000015	  0.000002	  0.000008	  0.000004	Tirkizna
  0.000027	  0.000018	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000005	  0.000013	  0.000019	  0.000000	  0.000006	  0.000000	  0.000000	  0.000000	Zelena
  0.000000	  0.000000	  0.000001	  0.000013	  0.000003	  0.000027	  0.000019	  0.000005	Indigo
  0.000000	  0.000001	  0.000011	  0.000009	  0.000025	  0.000002	  0.000006	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000007	  0.000000	  0.000001	  0.000001	  0.000001	  0.000000	Zelena
  0.000024	  0.000015	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000021	  0.000027	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000001	  0.000010	  0.000002	  0.000025	  0.000015	  0.000004	Indigo
  0.000000	  0.000000	  0.000001	  0.000008	  0.000006	  0.000001	  0.000004	  0.000007	Plava
  0.000000	  0.000000	  0.000001	  0.000001	  0.000004	  0.000000	  0.000001	  0.000000	Tirkizna
  0.000003	  0.000006	  0.000019	  0.000000	  0.000004	  0.000000	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000000	  0.000014	  0.000002	  0.000007	  0.000010	  0.000027	Magenta
  0.000000	  0.000000	  0.000000	  0.000016	  0.000002	  0.000010	  0.000013	  0.000027	Magenta
  0.000017	  0.000025	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000003	  0.000027	  0.000010	  0.000018	  0.000026	  0.000013	Plava
  0.000000	  0.000000	  0.000000	  0.000001	  0.000000	  0.000001	  0.000001	  0.000007	Magenta
  0.000000	  0.000000	  0.000003	  0.000010	  0.000015	  0.000001	  0.000006	  0.000004	Tirkizna
  0.000000	  0.000000	  0.000002	  0.000027	  0.000010	  0.000014	  0.000024	  0.000015	Plava
  0.000024	  0.000025	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000002	  0.000006	  0.000002	  0.000013	  0.000000	  0.000001	  0.000000	Tirkizna
  0.000000	  0.000000	  0.000001	  0.000007	  0.000001	  0.000022	  0.000012	  0.000002	Indigo
  0.000002	  0.000006	  0.000024	  0.000001	  0.000008	  0.000000	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000000	  0.000003	  0.000004	  0.000000	  0.000001	  0.000002	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000006	  0.000000	  0.000004	  0.000004	  0.000024	Magenta
  0.000025	  0.000013	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000008	  0.000001	  0.000005	  0.000006	  0.000026	Magenta
  0.000021	  0.000026	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000014	  0.000005	  0.000001	Indigo
  0.000000	  0.000000	  0.000004	  0.000010	  0.000017	  0.000001	  0.000006	  0.000003	Tirkizna
  0.000000	  0.000002	  0.000006	  0.000002	  0.000014	  0.000000	  0.000001	  0.000000	Tirkizna
  0.000000	  0.000000	  0.000002	  0.000024	  0.000006	  0.000024	  0.000026	  0.000012	Modra
  0.000025	  0.000015	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000004	  0.000000	  0.000018	  0.000007	  0.000002	Indigo
  0.000022	  0.000016	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000006	  0.000000	  0.000018	  0.000008	  0.000006	Indigo
  0.000000	  0.000000	  0.000003	  0.000025	  0.000015	  0.000009	  0.000020	  0.000011	Plava
  0.000021	  0.000026	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000005	  0.000003	  0.000002	  0.000007	  0.000005	  0.000000	Indigo
  0.000027	  0.000019	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000011	  0.000004	  0.000000	Indigo
  0.000000	  0.000000	  0.000007	  0.000022	  0.000021	  0.000008	  0.000019	  0.000006	Plava
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000012	  0.000004	  0.000002	Indigo
  0.000000	  0.000000	  0.000002	  0.000017	  0.000011	  0.000004	  0.000011	  0.000010	Plava
  0.000000	  0.000001	  0.000005	  0.000005	  0.000017	  0.000001	  0.000003	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000003	  0.000000	  0.000003	  0.000002	  0.000018	Magenta
  0.000006	  0.000007	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000008	  0.000001	  0.000024	  0.000012	  0.000004	Indigo
  0.000000	  0.000000	  0.000004	  0.000021	  0.000018	  0.000006	  0.000016	  0.000007	Plava
  0.000025	  0.000011	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000017	  0.000023	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	  0.000008	Magenta
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000012	  0.000004	  0.000002	Indigo
  0.000000	  0.000000	  0.000000	  0.000001	  0.000000	  0.000009	  0.000003	  0.000000	Indigo
  0.000000	  0.000002	  0.000019	  0.000001	  0.000006	  0.000001	  0.000002	  0.000000	Zelena
  0.000022	  0.000026	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000002	  0.000027	  0.000008	  0.000019	  0.000026	  0.000014	Plava
  0.000018	  0.000026	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000002	  0.000006	  0.000023	  0.000001	  0.000008	  0.000000	  0.000001	  0.000000	Zelena
  0.000008	  0.000015	  0.000012	  0.000000	  0.000002	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000014	  0.000005	  0.000001	Indigo
  0.000021	  0.000026	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000004	  0.000013	  0.000018	  0.000002	  0.000008	  0.000004	Tirkizna
  0.000000	  0.000000	  0.000000	  0.000009	  0.000001	  0.000005	  0.000006	  0.000027	Magenta
  0.000000	  0.000000	  0.000000	  0.000008	  0.000001	  0.000003	  0.000005	  0.000025	Magenta
  0.000018	  0.000027	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000003	  0.000002	  0.000001	  0.000006	  0.000004	  0.000000	Indigo
  0.000000	  0.000001	  0.000020	  0.000011	  0.000023	  0.000006	  0.000012	  0.000001	Tirkizna
  0.000019	  0.000012	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000001	  0.000001	  0.000000	  0.000004	  0.000000	  0.000000	  0.000000	Tirkizna
  0.000027	  0.000016	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000001	Magenta
  0.000021	  0.000026	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000026	  0.000018	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000007	  0.000022	  0.000021	  0.000007	  0.000018	  0.000006	Plava
  0.000000	  0.000000	  0.000000	  0.000005	  0.000000	  0.000018	  0.000008	  0.000005	Indigo
  0.000000	  0.000003	  0.000010	  0.000002	  0.000017	  0.000000	  0.000002	  0.000000	Tirkizna
  0.000020	  0.000027	  0.000002	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000002	  0.000014	  0.000011	  0.000002	  0.000009	  0.000008	Plava
  0.000004	  0.000016	  0.000015	  0.000000	  0.000008	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000002	  0.000003	  0.000001	  0.000010	  0.000000	  0.000001	  0.000000	Tirkizna
  0.000000	  0.000000	  0.000005	  0.000011	  0.000019	  0.000002	  0.000007	  0.000003	Tirkizna
  0.000000	  0.000000	  0.000002	  0.000024	  0.000007	  0.000023	  0.000027	  0.000010	Modra
  0.000000	  0.000000	  0.000001	  0.000018	  0.000003	  0.000027	  0.000022	  0.000010	Indigo
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Tirkizna
  0.000018	  0.000027	  0.000004	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000001	  0.000015	  0.000003	  0.000027	  0.000021	  0.000006	Indigo
  0.000000	  0.000000	  0.000002	  0.000025	  0.000011	  0.000010	  0.000020	  0.000015	Plava
  0.000021	  0.000024	  0.000001	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000013	  0.000018	  0.000023	  0.000009	  0.000019	  0.000003	Tirkizna
  0.000021	  0.000026	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000002	  0.000012	  0.000018	  0.000001	  0.000012	  0.000000	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000001	  0.000016	  0.000003	  0.000027	  0.000021	  0.000008	Indigo
  0.000011	  0.000015	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000005	  0.000000	  0.000001	  0.000003	  0.000020	Magenta
  0.000000	  0.000000	  0.000001	  0.000003	  0.000006	  0.000000	  0.000002	  0.000002	Tirkizna
  0.000000	  0.000000	  0.000013	  0.000011	  0.000012	  0.000011	  0.000015	  0.000001	Modra
  0.000000	  0.000000	  0.000003	  0.000027	  0.000012	  0.000013	  0.000023	  0.000013	Plava
  0.000000	  0.000000	  0.000001	  0.000018	  0.000004	  0.000027	  0.000023	  0.000008	Indigo
  0.000002	  0.000007	  0.000025	  0.000001	  0.000011	  0.000000	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000005	  0.000026	  0.000017	  0.000012	  0.000023	  0.000008	Plava
  0.000000	  0.000000	  0.000003	  0.000011	  0.000004	  0.000022	  0.000017	  0.000002	Indigo
  0.000001	  0.000003	  0.000017	  0.000001	  0.000004	  0.000000	  0.000001	  0.000000	Zelena
  0.000027	  0.000013	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000024	  0.000009	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000002	  0.000021	  0.000005	  0.000026	  0.000025	  0.000009	Indigo
  0.000000	  0.000000	  0.000003	  0.000027	  0.000011	  0.000017	  0.000026	  0.000011	Plava
  0.000021	  0.000026	  0.000003	  0.000000	  0.000001	  0.000000	  0.000000	  0.000000	Zuta
  0.000003	  0.000013	  0.000019	  0.000001	  0.000010	  0.000000	  0.000001	  0.000000	Zelena
  0.000005	  0.000016	  0.000016	  0.000000	  0.000007	  0.000000	  0.000000	  0.000000	Zelena
  0.000000	  0.000000	  0.000003	  0.000013	  0.000015	  0.000002	  0.000008	  0.000005	Tirkizna
  0.000000	  0.000000	  0.000012	  0.000017	  0.000016	  0.000013	  0.000020	  0.000002	Modra
  0.000000	  0.000000	  0.000000	  0.000002	  0.000000	  0.000012	  0.000004	  0.000001	Indigo
  0.000000	  0.000000	  0.000005	  0.000015	  0.000007	  0.000022	  0.000021	  0.000003	Indigo
  0.000000	  0.000000	  0.000001	  0.000002	  0.000006	  0.000000	  0.000001	  0.000001	Tirkizna
  0.000000	  0.000000	  0.000007	  0.000000	  0.000001	  0.000001	  0.000001	  0.000000	Zelena
  0.000000	  0.000000	  0.000005	  0.000026	  0.000016	  0.000011	  0.000023	  0.000009	Plava
  0.000000	  0.000000	  0.000000	  0.000002	  0.000002	  0.000000	  0.000001	  0.000001	Tirkizna
  0.000000	  0.000002	  0.000013	  0.000005	  0.000022	  0.000001	  0.000003	  0.000000	Tirkizna
  0.000000	  0.000000	  0.000002	  0.000026	  0.000007	  0.000020	  0.000026	  0.000015	Plava
  0.000000	  0.000002	  0.000013	  0.000007	  0.000025	  0.000001	  0.000005	  0.000001	Tirkizna
  0.000024	  0.000025	  0.000002	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Zuta
  0.000000	  0.000000	  0.000000	  0.000005	  0.000000	  0.000002	  0.000003	  0.000022	Magenta
  0.000000	  0.000000	  0.000005	  0.000026	  0.000016	  0.000011	  0.000022	  0.000009	Plava
  0.000000	  0.000000	  0.000000	  0.000014	  0.000001	  0.000022	  0.000016	  0.000014	Indigo
  0.000026	  0.000015	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000002	  0.000020	  0.000005	  0.000027	  0.000025	  0.000008	Indigo
  0.000024	  0.000013	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	Narancasta
  0.000000	  0.000000	  0.000001	  0.000008	  0.000001	  0.000024	  0.000012	  0.000003	Indigo
  0.000002	  0.000008	  0.000025	  0.000001	  0.000011	  0.000000	  0.000001	  0.000000	Zelena
