Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.50	0.45	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.14	0.01	0.46	0.23	0.16	Indigo
0.00	0.00	0.04	0.28	0.17	0.11	0.26	0.14	Plava
0.37	0.57	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.20	0.11	0.10	0.32	0.26	0.01	Indigo
0.51	0.47	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.09	0.01	0.63	0.23	0.02	Indigo
0.00	0.00	0.07	0.25	0.25	0.09	0.25	0.08	Plava
0.00	0.00	0.00	0.10	0.00	0.60	0.20	0.09	Indigo
0.00	0.00	0.03	0.29	0.20	0.07	0.22	0.20	Plava
0.00	0.02	0.14	0.16	0.52	0.02	0.11	0.03	Tirkizna
0.00	0.00	0.00	0.10	0.00	0.10	0.09	0.71	Magenta
0.40	0.59	0.00	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.15	0.02	0.47	0.26	0.10	Indigo
0.00	0.00	0.05	0.27	0.25	0.08	0.24	0.11	Plava
0.63	0.36	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.37	0.61	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.07	0.00	0.02	0.04	0.87	Magenta
0.00	0.00	0.00	0.10	0.00	0.56	0.20	0.13	Indigo
0.00	0.00	0.01	0.08	0.01	0.67	0.21	0.03	Indigo
0.01	0.06	0.58	0.04	0.20	0.04	0.07	0.00	Zelena
0.39	0.56	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.26	0.08	0.19	0.29	0.16	Modra
0.34	0.62	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.04	0.18	0.53	0.02	0.19	0.01	0.03	0.00	Zelena
0.21	0.45	0.28	0.00	0.06	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.10	0.01	0.60	0.22	0.06	Indigo
0.36	0.57	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.07	0.25	0.36	0.04	0.19	0.09	Tirkizna
0.00	0.00	0.00	0.17	0.01	0.10	0.14	0.58	Magenta
0.00	0.00	0.00	0.17	0.02	0.07	0.13	0.62	Magenta
0.32	0.61	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.18	0.10	0.08	0.37	0.26	0.01	Indigo
0.00	0.01	0.25	0.15	0.31	0.08	0.19	0.01	Tirkizna
0.55	0.45	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.01	0.20	0.16	0.05	0.55	0.00	0.03	0.01	Tirkizna
0.56	0.42	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.05	0.00	0.00	0.02	0.93	Magenta
0.36	0.57	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.53	0.46	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.07	0.25	0.25	0.09	0.25	0.08	Tirkizna
0.00	0.00	0.00	0.13	0.01	0.49	0.23	0.14	Indigo
0.01	0.11	0.25	0.07	0.50	0.01	0.05	0.01	Tirkizna
0.35	0.59	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.29	0.23	0.05	0.21	0.19	Plava
0.08	0.41	0.30	0.01	0.18	0.00	0.01	0.00	Žuta
0.01	0.11	0.18	0.07	0.57	0.00	0.05	0.01	Tirkizna
0.00	0.01	0.09	0.22	0.40	0.04	0.17	0.07	Tirkizna
0.00	0.00	0.02	0.24	0.08	0.24	0.31	0.12	Modra
0.00	0.00	0.01	0.21	0.04	0.32	0.29	0.14	Indigo
0.00	0.07	0.05	0.10	0.71	0.00	0.03	0.04	Tirkizna
0.32	0.60	0.06	0.00	0.02	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.19	0.04	0.37	0.30	0.09	Indigo
0.00	0.00	0.02	0.28	0.12	0.12	0.26	0.19	Plava
0.39	0.58	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.14	0.21	0.27	0.11	0.24	0.04	Tirkizna
0.36	0.58	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.05	0.31	0.36	0.02	0.25	0.00	0.02	0.00	Zelena
0.00	0.00	0.01	0.20	0.04	0.35	0.29	0.12	Indigo
0.36	0.63	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.14	0.01	0.04	0.09	0.71	Magenta
0.00	0.00	0.05	0.24	0.43	0.02	0.13	0.13	Tirkizna
0.00	0.00	0.18	0.16	0.19	0.18	0.26	0.02	Modra
0.00	0.00	0.03	0.28	0.13	0.14	0.28	0.16	Plava
0.00	0.00	0.01	0.20	0.04	0.33	0.30	0.11	Indigo
0.03	0.18	0.49	0.02	0.24	0.01	0.03	0.00	Zelena
0.00	0.00	0.05	0.26	0.18	0.13	0.28	0.10	Modra
0.00	0.00	0.04	0.17	0.07	0.37	0.31	0.04	Indigo
0.03	0.12	0.61	0.02	0.16	0.02	0.04	0.00	Zelena
0.61	0.38	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.66	0.33	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.22	0.05	0.29	0.30	0.11	Modra
0.00	0.00	0.03	0.26	0.12	0.17	0.29	0.13	Modra
0.37	0.57	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.06	0.33	0.37	0.01	0.21	0.00	0.02	0.00	Zelena
0.09	0.41	0.32	0.01	0.16	0.00	0.01	0.00	Žuta
0.00	0.00	0.05	0.27	0.31	0.05	0.20	0.12	Tirkizna
0.00	0.00	0.13	0.20	0.20	0.16	0.27	0.03	Modra
0.00	0.00	0.01	0.09	0.01	0.63	0.22	0.04	Indigo
0.00	0.00	0.06	0.19	0.09	0.30	0.31	0.04	Modra
0.00	0.02	0.08	0.17	0.58	0.01	0.09	0.05	Tirkizna
0.00	0.02	0.58	0.04	0.13	0.11	0.11	0.00	Zelena
0.00	0.00	0.05	0.27	0.18	0.12	0.27	0.11	Modra
0.00	0.00	0.02	0.26	0.33	0.01	0.12	0.26	Tirkizna
0.00	0.06	0.25	0.10	0.48	0.02	0.08	0.01	Tirkizna
0.00	0.00	0.02	0.25	0.07	0.20	0.29	0.17	Modra
0.00	0.03	0.22	0.12	0.47	0.02	0.11	0.02	Tirkizna
0.41	0.54	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.13	0.01	0.06	0.09	0.71	Magenta
0.00	0.00	0.05	0.27	0.18	0.12	0.27	0.11	Modra
0.00	0.00	0.00	0.19	0.02	0.32	0.25	0.22	Indigo
0.58	0.41	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.21	0.06	0.30	0.31	0.10	Modra
0.59	0.40	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.15	0.02	0.48	0.28	0.07	Indigo
0.04	0.20	0.48	0.02	0.23	0.01	0.03	0.00	Zelena
0.00	0.00	0.10	0.23	0.29	0.08	0.23	0.06	Tirkizna
0.00	0.00	0.18	0.17	0.20	0.17	0.26	0.02	Modra
0.00	0.02	0.18	0.16	0.43	0.04	0.15	0.03	Tirkizna
0.53	0.46	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.10	0.02	0.57	0.26	0.02	Indigo
0.00	0.00	0.04	0.28	0.20	0.09	0.25	0.13	Plava
0.00	0.00	0.03	0.22	0.08	0.27	0.31	0.09	Modra
0.00	0.00	0.00	0.20	0.02	0.25	0.24	0.28	Magenta
0.00	0.05	0.22	0.11	0.50	0.02	0.09	0.01	Tirkizna
0.36	0.60	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.08	0.01	0.01	0.03	0.86	Magenta
0.58	0.42	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.12	0.86	0.01	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.09	0.20	0.08	0.55	0.01	0.06	0.01	Tirkizna
0.05	0.20	0.50	0.02	0.20	0.01	0.03	0.00	Zelena
0.55	0.44	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.17	0.02	0.07	0.13	0.62	Magenta
0.00	0.00	0.01	0.18	0.03	0.40	0.29	0.09	Indigo
0.09	0.46	0.27	0.01	0.17	0.00	0.01	0.00	Žuta
0.62	0.35	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.27	0.11	0.15	0.28	0.17	Modra
0.00	0.01	0.17	0.17	0.43	0.04	0.15	0.03	Tirkizna
0.00	0.00	0.02	0.20	0.05	0.34	0.30	0.09	Indigo
0.00	0.00	0.00	0.16	0.01	0.14	0.15	0.54	Magenta
0.00	0.00	0.02	0.18	0.04	0.39	0.30	0.07	Indigo
0.02	0.08	0.63	0.03	0.16	0.03	0.05	0.00	Zelena
0.49	0.48	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.21	0.14	0.44	0.03	0.13	0.02	Tirkizna
0.39	0.59	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.10	0.22	0.39	0.04	0.18	0.06	Tirkizna
0.14	0.42	0.33	0.00	0.10	0.00	0.01	0.00	Žuta
0.00	0.00	0.00	0.04	0.00	0.00	0.01	0.95	Magenta
0.00	0.00	0.00	0.12	0.01	0.08	0.09	0.71	Magenta
0.57	0.42	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.29	0.14	0.08	0.23	0.24	Plava
0.37	0.57	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.15	0.19	0.38	0.05	0.18	0.03	Tirkizna
0.47	0.53	0.00	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.09	0.00	0.61	0.19	0.10	Indigo
0.00	0.00	0.02	0.14	0.03	0.47	0.29	0.04	Indigo
0.00	0.00	0.01	0.16	0.02	0.42	0.27	0.12	Indigo
0.00	0.00	0.01	0.20	0.04	0.34	0.30	0.11	Indigo
0.00	0.00	0.03	0.22	0.07	0.29	0.31	0.08	Modra
0.00	0.00	0.00	0.18	0.03	0.03	0.09	0.67	Magenta
0.00	0.04	0.25	0.11	0.46	0.02	0.10	0.01	Tirkizna
0.00	0.00	0.02	0.24	0.07	0.23	0.30	0.15	Modra
0.00	0.01	0.16	0.19	0.33	0.07	0.21	0.03	Tirkizna
0.00	0.00	0.00	0.16	0.01	0.09	0.14	0.59	Magenta
0.06	0.27	0.44	0.01	0.19	0.00	0.02	0.00	Zelena
0.01	0.04	0.62	0.04	0.16	0.06	0.08	0.00	Zelena
0.00	0.00	0.00	0.05	0.00	0.04	0.04	0.87	Magenta
0.00	0.00	0.01	0.10	0.01	0.62	0.23	0.04	Indigo
0.00	0.00	0.03	0.26	0.11	0.17	0.29	0.13	Modra
0.00	0.00	0.00	0.14	0.01	0.08	0.11	0.66	Magenta
0.37	0.59	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.11	0.02	0.56	0.26	0.02	Indigo
0.00	0.00	0.01	0.20	0.04	0.32	0.29	0.13	Indigo
0.00	0.00	0.00	0.14	0.01	0.06	0.10	0.70	Magenta
0.65	0.35	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.26	0.09	0.17	0.28	0.18	Modra
0.00	0.00	0.03	0.27	0.12	0.15	0.29	0.14	Modra
0.00	0.00	0.00	0.16	0.01	0.11	0.14	0.57	Magenta
0.00	0.00	0.07	0.25	0.19	0.14	0.28	0.07	Modra
0.54	0.43	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.05	0.13	0.66	0.01	0.11	0.02	0.03	0.00	Zelena
0.52	0.44	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.35	0.57	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.35	0.59	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.37	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.21	0.02	0.19	0.22	0.36	Magenta
0.15	0.38	0.37	0.00	0.09	0.00	0.01	0.00	Žuta
0.00	0.01	0.24	0.15	0.26	0.11	0.22	0.02	Tirkizna
0.00	0.00	0.01	0.11	0.01	0.57	0.24	0.05	Indigo
0.00	0.00	0.01	0.24	0.04	0.19	0.26	0.26	Magenta
0.35	0.57	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.15	0.01	0.18	0.16	0.51	Magenta
0.00	0.00	0.03	0.21	0.07	0.31	0.31	0.07	Modra
0.09	0.40	0.33	0.01	0.17	0.00	0.01	0.00	Žuta
0.53	0.45	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.09	0.27	0.48	0.01	0.14	0.00	0.01	0.00	Zelena
0.36	0.59	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.11	0.01	0.58	0.24	0.05	Indigo
0.00	0.00	0.00	0.18	0.03	0.04	0.11	0.65	Magenta
0.60	0.39	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.02	0.06	0.68	0.02	0.13	0.04	0.05	0.00	Zelena
0.36	0.56	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.14	0.54	0.21	0.00	0.11	0.00	0.00	0.00	Žuta
0.00	0.00	0.12	0.16	0.12	0.29	0.29	0.02	Modra
0.00	0.04	0.25	0.11	0.47	0.02	0.10	0.01	Tirkizna
0.00	0.01	0.23	0.15	0.26	0.11	0.22	0.02	Tirkizna
0.36	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.32	0.60	0.06	0.00	0.02	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.16	0.02	0.04	0.10	0.69	Magenta
0.00	0.00	0.02	0.25	0.07	0.22	0.30	0.14	Modra
0.62	0.36	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.11	0.19	0.16	0.22	0.29	0.03	Modra
0.00	0.00	0.00	0.08	0.00	0.02	0.04	0.86	Magenta
0.00	0.03	0.28	0.12	0.39	0.04	0.13	0.01	Tirkizna
0.75	0.21	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.14	0.20	0.37	0.05	0.19	0.04	Tirkizna
0.00	0.00	0.00	0.16	0.01	0.42	0.25	0.16	Indigo
0.38	0.61	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.02	0.06	0.63	0.03	0.16	0.04	0.06	0.00	Zelena
0.38	0.48	0.12	0.00	0.02	0.00	0.00	0.00	Žuta
0.59	0.39	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.42	0.46	0.11	0.00	0.01	0.00	0.00	0.00	Žuta
0.32	0.41	0.24	0.00	0.03	0.00	0.00	0.00	Žuta
0.00	0.02	0.19	0.15	0.45	0.03	0.13	0.02	Tirkizna
0.04	0.12	0.61	0.02	0.16	0.02	0.04	0.00	Zelena
0.00	0.00	0.00	0.16	0.01	0.39	0.24	0.21	Indigo
0.00	0.00	0.00	0.11	0.01	0.57	0.24	0.06	Indigo
0.00	0.00	0.00	0.18	0.01	0.14	0.17	0.48	Magenta
0.00	0.00	0.00	0.13	0.01	0.51	0.24	0.10	Indigo
