Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.00	0.00	0.13	0.01	0.03	0.08	0.74	Magenta
0.34	0.59	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.36	0.56	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.10	0.33	0.42	0.01	0.12	0.00	0.01	0.00	Zelena
0.00	0.00	0.04	0.28	0.26	0.07	0.22	0.13	Plava
0.38	0.59	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.49	0.48	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.24	0.04	0.18	0.25	0.29	Magenta
0.00	0.00	0.03	0.11	0.03	0.54	0.26	0.02	Indigo
0.00	0.00	0.01	0.10	0.02	0.60	0.24	0.03	Indigo
0.00	0.01	0.14	0.20	0.35	0.07	0.20	0.04	Tirkizna
0.00	0.00	0.03	0.21	0.08	0.30	0.31	0.07	Modra
0.00	0.00	0.01	0.21	0.05	0.31	0.30	0.12	Indigo
0.51	0.46	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.12	0.21	0.29	0.09	0.23	0.04	Tirkizna
0.00	0.00	0.02	0.29	0.15	0.08	0.23	0.23	Plava
0.00	0.00	0.01	0.11	0.01	0.60	0.23	0.05	Indigo
0.36	0.58	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.19	0.05	0.36	0.30	0.07	Indigo
0.61	0.37	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.38	0.59	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.49	0.47	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.38	0.57	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.22	0.05	0.29	0.30	0.12	Modra
0.01	0.16	0.13	0.07	0.59	0.00	0.04	0.01	Tirkizna
0.12	0.31	0.44	0.01	0.10	0.00	0.01	0.00	Zelena
0.00	0.00	0.01	0.13	0.02	0.51	0.27	0.05	Indigo
0.00	0.00	0.01	0.16	0.02	0.43	0.28	0.10	Indigo
0.00	0.01	0.11	0.22	0.32	0.07	0.22	0.05	Tirkizna
0.05	0.14	0.62	0.01	0.12	0.02	0.03	0.00	Zelena
0.59	0.41	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.32	0.60	0.07	0.00	0.02	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.28	0.18	0.04	0.18	0.30	Magenta
0.05	0.28	0.40	0.02	0.22	0.01	0.02	0.00	Zelena
0.00	0.00	0.03	0.28	0.16	0.12	0.26	0.15	Plava
0.00	0.00	0.00	0.08	0.01	0.66	0.20	0.04	Indigo
0.00	0.00	0.00	0.16	0.02	0.04	0.10	0.68	Magenta
0.00	0.00	0.02	0.25	0.08	0.21	0.29	0.15	Modra
0.00	0.00	0.02	0.26	0.09	0.17	0.28	0.17	Modra
0.38	0.58	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.23	0.05	0.24	0.28	0.20	Modra
0.64	0.33	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.06	0.00	0.01	0.02	0.91	Magenta
0.00	0.00	0.02	0.22	0.06	0.30	0.30	0.11	Modra
0.00	0.01	0.16	0.18	0.39	0.05	0.18	0.03	Tirkizna
0.00	0.00	0.01	0.13	0.02	0.51	0.26	0.07	Indigo
0.53	0.44	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.02	0.00	0.00	0.01	0.97	Magenta
0.00	0.00	0.01	0.08	0.01	0.68	0.20	0.03	Indigo
0.39	0.59	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.03	0.19	0.15	0.44	0.04	0.14	0.02	Tirkizna
0.05	0.15	0.59	0.02	0.14	0.02	0.03	0.00	Zelena
0.00	0.00	0.02	0.28	0.11	0.13	0.26	0.21	Plava
0.00	0.00	0.00	0.12	0.01	0.53	0.22	0.12	Indigo
0.00	0.00	0.02	0.28	0.15	0.11	0.25	0.19	Plava
0.09	0.51	0.22	0.01	0.16	0.00	0.01	0.00	Žuta
0.41	0.54	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.26	0.10	0.19	0.29	0.14	Modra
0.65	0.33	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.05	0.27	0.41	0.02	0.22	0.01	0.02	0.00	Zelena
0.00	0.00	0.00	0.17	0.02	0.06	0.12	0.62	Magenta
0.38	0.61	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.11	0.01	0.06	0.08	0.74	Magenta
0.61	0.38	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.03	0.20	0.42	0.03	0.27	0.01	0.04	0.00	Zelena
0.01	0.17	0.26	0.05	0.45	0.01	0.04	0.00	Tirkizna
0.00	0.03	0.32	0.11	0.32	0.06	0.15	0.01	Tirkizna
0.11	0.36	0.38	0.01	0.12	0.00	0.01	0.00	Zelena
0.34	0.63	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.16	0.02	0.45	0.26	0.11	Indigo
0.36	0.56	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.12	0.01	0.53	0.24	0.09	Indigo
0.00	0.00	0.05	0.26	0.22	0.11	0.26	0.10	Plava
0.00	0.03	0.17	0.15	0.45	0.03	0.14	0.02	Tirkizna
0.06	0.26	0.46	0.02	0.18	0.01	0.02	0.00	Zelena
0.34	0.59	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.52	0.47	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.05	0.12	0.64	0.01	0.12	0.02	0.04	0.00	Zelena
0.38	0.53	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.28	0.12	0.14	0.27	0.18	Plava
0.00	0.00	0.02	0.16	0.04	0.44	0.29	0.05	Indigo
0.00	0.00	0.04	0.28	0.21	0.08	0.24	0.15	Plava
0.13	0.47	0.27	0.01	0.11	0.00	0.01	0.00	Žuta
0.10	0.39	0.35	0.01	0.13	0.00	0.01	0.00	Žuta
0.06	0.29	0.41	0.02	0.20	0.01	0.02	0.00	Zelena
0.00	0.09	0.14	0.10	0.59	0.01	0.06	0.02	Tirkizna
0.39	0.55	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.07	0.25	0.31	0.06	0.21	0.08	Tirkizna
0.00	0.00	0.02	0.19	0.05	0.37	0.30	0.07	Indigo
0.00	0.00	0.00	0.08	0.00	0.38	0.12	0.42	Magenta
0.00	0.00	0.02	0.20	0.05	0.34	0.30	0.10	Indigo
0.00	0.00	0.02	0.20	0.06	0.33	0.30	0.09	Indigo
0.00	0.00	0.11	0.13	0.08	0.39	0.28	0.01	Indigo
0.11	0.54	0.21	0.01	0.13	0.00	0.01	0.00	Žuta
0.00	0.00	0.01	0.20	0.05	0.34	0.30	0.10	Indigo
0.36	0.57	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.09	0.01	0.63	0.23	0.03	Indigo
0.00	0.00	0.02	0.29	0.23	0.04	0.18	0.25	Plava
0.00	0.00	0.02	0.29	0.19	0.07	0.22	0.20	Plava
0.38	0.54	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.47	0.52	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.09	0.00	0.04	0.06	0.81	Magenta
0.00	0.00	0.01	0.14	0.03	0.50	0.27	0.05	Indigo
0.38	0.58	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.58	0.40	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.08	0.32	0.41	0.01	0.16	0.00	0.02	0.00	Zelena
0.35	0.57	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.14	0.37	0.38	0.00	0.09	0.00	0.01	0.00	Zelena
0.00	0.08	0.12	0.10	0.61	0.01	0.06	0.02	Tirkizna
0.00	0.02	0.30	0.12	0.32	0.07	0.16	0.01	Tirkizna
0.00	0.00	0.04	0.28	0.18	0.11	0.26	0.13	Plava
0.00	0.03	0.28	0.12	0.35	0.06	0.15	0.01	Tirkizna
0.34	0.63	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.67	0.32	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.10	0.01	0.62	0.23	0.03	Indigo
0.64	0.34	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.18	0.16	0.40	0.05	0.16	0.02	Tirkizna
0.61	0.37	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.77	0.20	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.55	0.43	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.29	0.17	0.09	0.24	0.20	Plava
0.05	0.23	0.45	0.02	0.21	0.01	0.03	0.00	Zelena
0.00	0.00	0.02	0.26	0.09	0.19	0.29	0.15	Modra
0.00	0.03	0.41	0.08	0.26	0.08	0.14	0.00	Zelena
0.00	0.00	0.00	0.15	0.02	0.02	0.08	0.73	Magenta
0.00	0.00	0.01	0.13	0.02	0.54	0.25	0.06	Indigo
0.35	0.62	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.24	0.14	0.27	0.11	0.21	0.01	Tirkizna
0.36	0.56	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.35	0.57	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.25	0.08	0.20	0.29	0.15	Modra
0.00	0.00	0.02	0.29	0.20	0.04	0.18	0.28	Plava
0.36	0.58	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.04	0.15	0.57	0.02	0.16	0.02	0.04	0.00	Zelena
0.00	0.00	0.02	0.28	0.12	0.13	0.27	0.18	Plava
0.53	0.46	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.54	0.44	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.08	0.21	0.15	0.21	0.30	0.05	Modra
0.00	0.00	0.00	0.10	0.00	0.07	0.08	0.75	Magenta
0.01	0.12	0.31	0.06	0.41	0.01	0.06	0.00	Tirkizna
0.05	0.30	0.36	0.02	0.24	0.00	0.02	0.00	Zelena
0.36	0.56	0.07	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.15	0.01	0.18	0.16	0.49	Magenta
0.01	0.03	0.54	0.05	0.15	0.11	0.12	0.00	Zelena
0.00	0.00	0.03	0.29	0.25	0.04	0.19	0.21	Plava
0.00	0.00	0.01	0.12	0.02	0.54	0.25	0.05	Indigo
0.00	0.04	0.22	0.13	0.44	0.03	0.12	0.01	Tirkizna
0.00	0.00	0.01	0.22	0.05	0.30	0.30	0.12	Indigo
0.36	0.58	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.04	0.15	0.57	0.02	0.16	0.02	0.04	0.00	Zelena
0.48	0.51	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.03	0.18	0.14	0.48	0.03	0.12	0.02	Tirkizna
0.00	0.00	0.03	0.26	0.11	0.17	0.29	0.14	Modra
0.35	0.58	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.11	0.03	0.56	0.26	0.02	Indigo
0.00	0.00	0.01	0.13	0.02	0.51	0.27	0.05	Indigo
0.00	0.05	0.27	0.11	0.42	0.03	0.12	0.01	Tirkizna
0.00	0.00	0.01	0.27	0.10	0.07	0.20	0.35	Magenta
0.37	0.59	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.12	0.42	0.33	0.01	0.11	0.00	0.01	0.00	Žuta
0.35	0.62	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.12	0.01	0.55	0.24	0.07	Indigo
0.00	0.00	0.05	0.27	0.30	0.06	0.21	0.12	Tirkizna
0.00	0.00	0.00	0.15	0.01	0.10	0.12	0.63	Magenta
0.36	0.56	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.01	0.26	0.08	0.04	0.59	0.00	0.02	0.01	Tirkizna
0.52	0.45	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.09	0.00	0.04	0.06	0.79	Magenta
