Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.09	0.16	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.00	0.00	0.63	0.29	0.07	Indigo
0.00	0.00	0.06	0.44	0.09	0.08	0.21	0.11	Plava
0.00	0.00	0.05	0.00	0.00	0.15	0.08	0.72	Magenta
0.00	0.00	0.03	0.00	0.00	0.19	0.06	0.71	Magenta
0.00	0.87	0.10	0.00	0.03	0.00	0.00	0.00	Žuta
0.03	0.89	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.94	0.06	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.01	0.00	0.08	0.07	0.78	Magenta
0.00	0.00	0.04	0.52	0.06	0.10	0.18	0.09	Plava
0.00	0.07	0.88	0.00	0.03	0.00	0.00	0.00	Zelena
0.00	0.00	0.07	0.00	0.00	0.02	0.03	0.88	Magenta
0.00	0.00	0.02	0.07	0.01	0.43	0.33	0.14	Indigo
0.00	0.01	0.11	0.10	0.35	0.09	0.25	0.08	Tirkizna
0.00	0.00	0.08	0.20	0.01	0.08	0.18	0.45	Magenta
0.00	0.00	0.03	0.50	0.03	0.13	0.19	0.11	Plava
0.00	0.00	0.02	0.00	0.00	0.20	0.01	0.77	Magenta
0.00	0.00	0.03	0.25	0.03	0.31	0.32	0.06	Modra
0.00	0.86	0.14	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.00	0.00	0.04	0.02	0.90	Magenta
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.26	0.02	0.30	0.31	0.08	Modra
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.00	0.00	0.08	0.01	0.87	Magenta
0.00	0.00	0.03	0.47	0.03	0.15	0.21	0.10	Plava
0.00	0.08	0.15	0.00	0.60	0.05	0.09	0.03	Tirkizna
0.00	0.00	0.01	0.05	0.01	0.49	0.40	0.04	Indigo
0.00	0.00	0.50	0.00	0.14	0.23	0.10	0.03	Zelena
0.00	0.00	0.04	0.54	0.05	0.09	0.18	0.11	Plava
0.00	0.00	0.05	0.52	0.04	0.08	0.18	0.14	Plava
0.65	0.33	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.36	0.03	0.23	0.26	0.09	Plava
0.00	0.00	0.04	0.00	0.00	0.19	0.10	0.66	Magenta
0.00	0.00	0.03	0.00	0.00	0.04	0.01	0.91	Magenta
0.00	0.80	0.20	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.96	Magenta
0.00	0.02	0.11	0.02	0.33	0.06	0.39	0.08	Modra
0.00	0.02	0.22	0.00	0.54	0.09	0.09	0.04	Tirkizna
0.00	0.00	0.02	0.00	0.00	0.44	0.05	0.49	Magenta
0.00	0.00	0.24	0.00	0.45	0.14	0.12	0.05	Tirkizna
0.00	0.00	0.05	0.41	0.11	0.14	0.22	0.08	Plava
0.00	0.02	0.16	0.01	0.52	0.10	0.15	0.05	Tirkizna
0.00	0.00	0.01	0.00	0.00	0.59	0.34	0.06	Indigo
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.49	0.05	0.14	0.20	0.08	Plava
0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.96	Magenta
0.00	0.01	0.11	0.05	0.28	0.07	0.40	0.09	Modra
0.01	0.94	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.05	0.00	0.00	0.11	0.06	0.78	Magenta
0.00	0.08	0.69	0.00	0.19	0.02	0.01	0.01	Zelena
0.00	0.00	0.07	0.00	0.00	0.03	0.05	0.84	Magenta
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.10	0.04	0.12	0.37	0.33	0.04	Indigo
0.00	0.00	0.06	0.43	0.10	0.08	0.22	0.11	Plava
0.00	0.00	0.03	0.50	0.03	0.13	0.20	0.11	Plava
0.00	0.00	0.03	0.32	0.03	0.26	0.29	0.08	Plava
0.00	0.00	0.05	0.46	0.10	0.10	0.20	0.09	Plava
0.00	0.00	0.08	0.29	0.12	0.07	0.30	0.14	Modra
0.00	0.93	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.47	0.52	0.00	0.00	0.00	0.00	0.00	Zelena
0.00	0.00	0.02	0.06	0.01	0.47	0.38	0.07	Indigo
0.00	0.01	0.09	0.18	0.25	0.09	0.28	0.10	Modra
0.87	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.51	0.42	0.00	0.07	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.31	0.03	0.27	0.29	0.07	Plava
0.00	0.05	0.14	0.00	0.58	0.06	0.13	0.04	Tirkizna
0.00	0.00	0.83	0.00	0.10	0.04	0.01	0.02	Zelena
0.84	0.15	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.20	0.02	0.34	0.34	0.07	Indigo
0.00	0.00	0.07	0.37	0.06	0.07	0.25	0.18	Plava
0.00	0.02	0.10	0.01	0.39	0.06	0.37	0.06	Tirkizna
0.00	0.17	0.74	0.00	0.07	0.01	0.00	0.01	Zelena
0.00	0.00	0.06	0.04	0.00	0.14	0.14	0.62	Magenta
0.00	0.00	0.06	0.06	0.00	0.17	0.17	0.53	Magenta
0.00	0.95	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.52	0.04	0.12	0.19	0.09	Plava
0.00	0.00	0.02	0.00	0.00	0.03	0.00	0.94	Magenta
0.00	0.01	0.10	0.13	0.29	0.08	0.29	0.10	Modra
0.00	0.00	0.04	0.53	0.04	0.10	0.18	0.11	Plava
0.10	0.82	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.15	0.13	0.00	0.61	0.03	0.07	0.02	Tirkizna
0.00	0.00	0.03	0.18	0.02	0.36	0.36	0.05	Indigo
0.00	0.16	0.62	0.00	0.19	0.02	0.00	0.01	Zelena
0.00	0.01	0.10	0.09	0.21	0.07	0.41	0.12	Modra
0.00	0.00	0.04	0.00	0.00	0.08	0.04	0.84	Magenta
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.05	0.00	0.00	0.10	0.06	0.79	Magenta
0.01	0.91	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.04	0.01	0.50	0.40	0.04	Indigo
0.00	0.02	0.11	0.06	0.39	0.08	0.26	0.08	Tirkizna
0.00	0.14	0.13	0.00	0.61	0.03	0.07	0.02	Tirkizna
0.00	0.00	0.03	0.44	0.03	0.17	0.22	0.11	Plava
0.87	0.10	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.02	0.00	0.53	0.35	0.08	Indigo
0.67	0.26	0.07	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.01	0.00	0.52	0.29	0.16	Indigo
0.00	0.00	0.05	0.49	0.08	0.09	0.19	0.10	Plava
0.01	0.89	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.20	0.01	0.21	0.30	0.23	0.05	Indigo
0.85	0.14	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.05	0.01	0.48	0.42	0.03	Indigo
0.00	0.00	0.08	0.26	0.22	0.11	0.23	0.09	Plava
0.00	0.00	0.01	0.00	0.00	0.62	0.30	0.07	Indigo
0.00	0.00	0.06	0.46	0.07	0.07	0.21	0.12	Plava
0.00	0.05	0.12	0.00	0.56	0.06	0.17	0.04	Tirkizna
0.00	0.00	0.03	0.00	0.00	0.06	0.01	0.90	Magenta
0.07	0.90	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.08	0.01	0.44	0.35	0.10	Indigo
0.00	0.00	0.07	0.33	0.17	0.10	0.23	0.10	Plava
0.83	0.15	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.01	0.94	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.00	0.00	0.01	0.00	0.95	Magenta
0.00	0.00	0.01	0.00	0.00	0.62	0.26	0.11	Indigo
0.00	0.00	0.01	0.02	0.01	0.52	0.42	0.02	Indigo
0.00	0.02	0.68	0.00	0.23	0.04	0.01	0.02	Zelena
0.02	0.90	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.50	0.03	0.13	0.19	0.11	Plava
0.00	0.94	0.06	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.19	0.63	0.00	0.16	0.01	0.00	0.01	Zelena
0.00	0.53	0.46	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.01	0.00	0.56	0.37	0.05	Indigo
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.10	0.13	0.31	0.09	0.27	0.09	Tirkizna
0.00	0.00	0.05	0.00	0.00	0.11	0.07	0.77	Magenta
0.00	0.00	0.06	0.00	0.00	0.08	0.07	0.79	Magenta
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.18	0.01	0.18	0.34	0.25	0.04	Indigo
0.00	0.01	0.19	0.00	0.52	0.11	0.12	0.05	Tirkizna
0.72	0.27	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.14	0.11	0.00	0.64	0.03	0.08	0.01	Tirkizna
0.90	0.10	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.95	Magenta
0.00	0.89	0.11	0.00	0.00	0.00	0.00	0.00	Žuta
0.88	0.12	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.09	0.25	0.23	0.11	0.23	0.09	Plava
0.00	0.00	0.02	0.01	0.00	0.53	0.31	0.14	Indigo
0.00	0.20	0.15	0.00	0.57	0.03	0.04	0.01	Tirkizna
0.00	0.93	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.07	0.40	0.09	0.07	0.23	0.13	Plava
0.00	0.68	0.22	0.00	0.10	0.00	0.00	0.00	Žuta
0.00	0.13	0.12	0.00	0.62	0.03	0.08	0.02	Tirkizna
0.00	0.02	0.11	0.06	0.40	0.08	0.25	0.08	Tirkizna
0.00	0.00	0.03	0.48	0.04	0.15	0.21	0.09	Plava
0.00	0.00	0.03	0.28	0.02	0.26	0.28	0.13	Plava
0.00	0.00	0.07	0.00	0.35	0.04	0.52	0.02	Modra
0.00	0.91	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.31	0.02	0.26	0.29	0.08	Plava
0.00	0.00	0.04	0.53	0.04	0.09	0.18	0.12	Plava
0.05	0.90	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.13	0.07	0.38	0.13	0.21	0.07	Tirkizna
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.54	0.25	0.00	0.19	0.01	0.00	0.00	Žuta
0.00	0.00	0.03	0.28	0.02	0.27	0.29	0.11	Modra
0.01	0.95	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.00	0.00	0.04	0.03	0.87	Magenta
0.00	0.01	0.10	0.07	0.26	0.07	0.38	0.10	Modra
0.00	0.00	0.17	0.03	0.35	0.19	0.20	0.06	Tirkizna
0.00	0.00	0.04	0.53	0.05	0.10	0.18	0.10	Plava
0.00	0.00	0.03	0.35	0.02	0.24	0.27	0.09	Plava
0.00	0.25	0.48	0.00	0.23	0.02	0.01	0.01	Zelena
0.00	0.00	0.06	0.41	0.12	0.11	0.21	0.08	Plava
0.00	0.00	0.05	0.26	0.07	0.27	0.30	0.06	Modra
0.00	0.04	0.81	0.00	0.12	0.02	0.00	0.01	Zelena
0.82	0.17	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.60	0.34	0.06	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.41	0.03	0.20	0.24	0.09	Plava
0.00	0.00	0.04	0.52	0.05	0.11	0.19	0.09	Plava
0.01	0.91	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.56	0.28	0.00	0.14	0.01	0.00	0.00	Žuta
0.00	0.67	0.25	0.00	0.08	0.00	0.00	0.00	Žuta
0.00	0.01	0.09	0.24	0.20	0.08	0.27	0.11	Modra
0.00	0.00	0.12	0.09	0.31	0.17	0.23	0.07	Tirkizna
0.00	0.00	0.01	0.02	0.01	0.53	0.40	0.03	Indigo
0.00	0.00	0.06	0.28	0.10	0.23	0.27	0.06	Plava
0.00	0.03	0.11	0.00	0.47	0.05	0.29	0.05	Tirkizna
0.00	0.00	0.74	0.00	0.14	0.08	0.02	0.02	Zelena
0.00	0.00	0.06	0.44	0.11	0.10	0.20	0.09	Plava
0.00	0.00	0.10	0.13	0.10	0.06	0.43	0.17	Modra
0.00	0.12	0.15	0.00	0.60	0.04	0.06	0.02	Tirkizna
0.00	0.00	0.04	0.48	0.03	0.14	0.20	0.12	Plava
0.00	0.08	0.15	0.00	0.60	0.05	0.09	0.03	Tirkizna
0.09	0.83	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.00	0.00	0.05	0.02	0.89	Magenta
0.00	0.00	0.06	0.44	0.11	0.10	0.20	0.09	Plava
0.00	0.00	0.03	0.07	0.01	0.36	0.28	0.26	Indigo
0.87	0.13	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.41	0.03	0.20	0.24	0.09	Plava
0.78	0.21	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.14	0.01	0.39	0.36	0.07	Indigo
0.00	0.29	0.47	0.00	0.22	0.01	0.00	0.01	Zelena
0.00	0.01	0.11	0.13	0.33	0.11	0.23	0.08	Tirkizna
0.00	0.00	0.16	0.03	0.36	0.18	0.20	0.06	Tirkizna
0.00	0.04	0.14	0.00	0.56	0.07	0.14	0.05	Tirkizna
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.08	0.02	0.44	0.41	0.03	Indigo
0.00	0.00	0.06	0.44	0.11	0.09	0.21	0.10	Plava
0.00	0.00	0.04	0.44	0.05	0.17	0.23	0.07	Plava
0.00	0.00	0.04	0.06	0.01	0.30	0.24	0.35	Magenta
0.00	0.10	0.14	0.00	0.61	0.04	0.09	0.03	Tirkizna
0.00	0.94	0.06	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.00	0.00	0.01	0.01	0.93	Magenta
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.14	0.45	0.00	0.37	0.02	0.02	0.00	Zelena
0.00	0.14	0.12	0.00	0.61	0.03	0.08	0.02	Tirkizna
0.00	0.24	0.58	0.00	0.16	0.01	0.00	0.01	Zelena
0.89	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.06	0.00	0.00	0.08	0.06	0.79	Magenta
0.00	0.00	0.03	0.26	0.02	0.30	0.31	0.08	Modra
0.00	0.73	0.18	0.00	0.08	0.00	0.00	0.00	Žuta
0.82	0.12	0.06	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.54	0.04	0.10	0.18	0.11	Plava
0.00	0.04	0.14	0.01	0.55	0.07	0.15	0.05	Tirkizna
0.00	0.00	0.03	0.35	0.03	0.24	0.27	0.08	Plava
0.00	0.00	0.04	0.00	0.00	0.15	0.07	0.73	Magenta
0.00	0.00	0.03	0.29	0.03	0.28	0.30	0.07	Modra
0.00	0.02	0.81	0.00	0.13	0.03	0.01	0.01	Zelena
0.73	0.24	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.05	0.15	0.00	0.59	0.06	0.11	0.04	Tirkizna
0.03	0.92	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.02	0.11	0.06	0.40	0.09	0.24	0.08	Tirkizna
0.00	0.56	0.41	0.00	0.03	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.94	Magenta
0.00	0.00	0.04	0.00	0.00	0.06	0.02	0.89	Magenta
0.89	0.10	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.05	0.51	0.04	0.08	0.18	0.14	Plava
0.01	0.90	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.02	0.13	0.02	0.50	0.09	0.18	0.06	Tirkizna
0.42	0.56	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.00	0.00	0.65	0.27	0.07	Indigo
0.00	0.00	0.03	0.19	0.03	0.34	0.35	0.05	Modra
0.00	0.00	0.02	0.09	0.01	0.41	0.33	0.13	Indigo
0.00	0.00	0.03	0.32	0.02	0.25	0.28	0.10	Plava
0.00	0.00	0.04	0.43	0.05	0.18	0.23	0.07	Plava
0.00	0.00	0.08	0.01	0.00	0.04	0.08	0.79	Magenta
0.00	0.09	0.16	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.03	0.46	0.03	0.16	0.21	0.11	Plava
0.00	0.01	0.14	0.03	0.47	0.11	0.18	0.06	Tirkizna
0.00	0.00	0.05	0.00	0.00	0.10	0.06	0.78	Magenta
0.00	0.41	0.44	0.00	0.14	0.01	0.00	0.01	Zelena
0.00	0.00	0.76	0.00	0.16	0.05	0.01	0.02	Zelena
0.00	0.00	0.02	0.00	0.00	0.01	0.00	0.97	Magenta
0.00	0.00	0.01	0.03	0.01	0.52	0.40	0.04	Indigo
0.00	0.00	0.04	0.52	0.05	0.11	0.19	0.09	Plava
0.00	0.00	0.04	0.00	0.00	0.07	0.03	0.85	Magenta
0.01	0.93	0.06	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.08	0.03	0.43	0.40	0.03	Indigo
0.00	0.00	0.03	0.29	0.02	0.26	0.28	0.12	Plava
0.00	0.00	0.05	0.00	0.00	0.05	0.03	0.87	Magenta
0.65	0.32	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.51	0.03	0.12	0.19	0.12	Plava
0.00	0.00	0.04	0.53	0.05	0.10	0.18	0.09	Plava
0.00	0.00	0.05	0.00	0.00	0.12	0.07	0.76	Magenta
0.00	0.00	0.07	0.31	0.18	0.13	0.23	0.08	Plava
0.87	0.11	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.93	0.00	0.04	0.01	0.00	0.01	Zelena
0.83	0.14	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.88	0.12	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.01	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.05	0.05	0.00	0.23	0.19	0.48	Magenta
0.00	0.40	0.57	0.00	0.03	0.00	0.00	0.00	Zelena
0.00	0.01	0.20	0.01	0.46	0.13	0.14	0.05	Tirkizna
0.00	0.00	0.01	0.05	0.01	0.49	0.39	0.05	Indigo
0.00	0.00	0.04	0.28	0.01	0.19	0.23	0.25	Plava
0.00	0.88	0.12	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.00	0.00	0.19	0.07	0.69	Magenta
0.00	0.00	0.04	0.40	0.05	0.20	0.25	0.07	Plava
0.00	0.65	0.25	0.00	0.09	0.00	0.00	0.00	Žuta
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.27	0.65	0.00	0.07	0.01	0.00	0.00	Zelena
0.00	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.05	0.01	0.48	0.40	0.04	Indigo
0.00	0.00	0.07	0.01	0.00	0.06	0.08	0.78	Magenta
0.89	0.09	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.88	0.00	0.07	0.02	0.00	0.01	Zelena
0.00	0.88	0.12	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.81	0.15	0.00	0.03	0.00	0.00	0.00	Žuta
0.00	0.00	0.11	0.08	0.20	0.27	0.28	0.06	Modra
0.00	0.09	0.16	0.00	0.60	0.05	0.07	0.03	Tirkizna
0.00	0.01	0.19	0.01	0.46	0.13	0.14	0.05	Tirkizna
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.91	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.00	0.00	0.05	0.05	0.84	Magenta
0.00	0.00	0.03	0.49	0.03	0.14	0.20	0.10	Plava
0.85	0.12	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.11	0.12	0.25	0.21	0.25	0.07	Modra
0.00	0.00	0.04	0.00	0.00	0.01	0.00	0.95	Magenta
0.00	0.05	0.19	0.00	0.58	0.06	0.08	0.03	Tirkizna
0.00	0.01	0.99	0.00	0.00	0.00	0.00	0.00	Zelena
0.00	0.02	0.13	0.02	0.48	0.09	0.19	0.06	Tirkizna
0.00	0.00	0.02	0.03	0.00	0.46	0.31	0.18	Indigo
0.03	0.93	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.80	0.00	0.14	0.03	0.01	0.02	Zelena
0.00	0.60	0.40	0.00	0.00	0.00	0.00	0.00	Žuta
0.89	0.09	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.03	0.51	0.46	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.24	0.76	0.00	0.00	0.00	0.00	0.00	Zelena
0.00	0.05	0.14	0.00	0.58	0.06	0.13	0.04	Tirkizna
0.00	0.04	0.82	0.00	0.11	0.02	0.00	0.01	Zelena
0.00	0.00	0.03	0.01	0.00	0.45	0.27	0.24	Indigo
0.00	0.00	0.01	0.03	0.01	0.51	0.38	0.06	Indigo
0.00	0.00	0.05	0.01	0.00	0.17	0.11	0.66	Magenta
0.00	0.00	0.02	0.03	0.00	0.51	0.35	0.10	Indigo
0.00	0.00	0.06	0.00	0.00	0.08	0.07	0.79	Magenta
