Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.00	0.00	0.02	0.00	0.03	0.02	0.93	Magenta
0.00	0.00	0.03	0.28	0.26	0.10	0.26	0.06	Plava
0.00	0.00	0.01	0.28	0.07	0.21	0.29	0.14	Modra
0.42	0.56	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.02	0.25	0.08	0.55	0.02	0.08	0.00	Tirkizna
0.00	0.00	0.01	0.20	0.06	0.38	0.31	0.04	Indigo
0.02	0.23	0.57	0.01	0.16	0.00	0.01	0.00	Zelena
0.00	0.00	0.01	0.32	0.23	0.08	0.24	0.13	Plava
0.00	0.00	0.00	0.09	0.00	0.08	0.07	0.77	Magenta
0.65	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.11	0.00	0.09	0.09	0.71	Magenta
0.35	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.17	0.03	0.46	0.29	0.05	Indigo
0.00	0.00	0.05	0.25	0.33	0.09	0.24	0.04	Tirkizna
0.00	0.02	0.24	0.08	0.55	0.02	0.09	0.00	Tirkizna
0.00	0.00	0.01	0.25	0.06	0.27	0.30	0.12	Modra
0.59	0.40	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.18	0.01	0.42	0.26	0.13	Indigo
0.53	0.45	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.17	0.01	0.36	0.22	0.24	Indigo
0.00	0.00	0.01	0.29	0.13	0.18	0.30	0.09	Modra
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.30	0.09	0.25	0.16	0.19	0.00	Zelena
0.56	0.43	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.16	0.05	0.45	0.30	0.02	Indigo
0.00	0.00	0.04	0.26	0.22	0.15	0.29	0.04	Modra
0.00	0.00	0.00	0.15	0.01	0.44	0.22	0.17	Indigo
0.00	0.00	0.01	0.31	0.12	0.14	0.28	0.15	Plava
0.00	0.00	0.12	0.17	0.47	0.05	0.17	0.01	Tirkizna
0.00	0.00	0.00	0.05	0.00	0.06	0.04	0.85	Magenta
0.44	0.55	0.00	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.20	0.02	0.38	0.28	0.12	Indigo
0.00	0.00	0.03	0.28	0.19	0.15	0.29	0.07	Modra
0.70	0.29	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.36	0.62	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.03	0.00	0.02	0.02	0.94	Magenta
0.00	0.00	0.00	0.15	0.01	0.40	0.20	0.24	Indigo
0.00	0.00	0.01	0.15	0.03	0.49	0.28	0.04	Indigo
0.01	0.12	0.64	0.01	0.19	0.01	0.02	0.00	Zelena
0.38	0.59	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.27	0.07	0.24	0.30	0.13	Modra
0.32	0.65	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.03	0.27	0.55	0.00	0.14	0.00	0.01	0.00	Zelena
0.18	0.60	0.20	0.00	0.02	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.17	0.02	0.46	0.26	0.10	Indigo
0.34	0.62	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.27	0.28	0.11	0.26	0.05	Tirkizna
0.00	0.00	0.00	0.12	0.00	0.10	0.09	0.69	Magenta
0.00	0.00	0.00	0.12	0.00	0.08	0.09	0.70	Magenta
0.29	0.65	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.29	0.09	0.24	0.18	0.20	0.00	Zelena
0.00	0.01	0.25	0.11	0.39	0.08	0.16	0.00	Tirkizna
0.63	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.04	0.23	0.06	0.59	0.01	0.06	0.00	Tirkizna
0.63	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.02	0.00	0.00	0.01	0.97	Magenta
0.35	0.61	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.59	0.40	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.26	0.23	0.15	0.29	0.04	Modra
0.00	0.00	0.00	0.18	0.01	0.38	0.23	0.21	Indigo
0.00	0.04	0.31	0.06	0.51	0.02	0.07	0.00	Tirkizna
0.34	0.63	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.31	0.13	0.13	0.27	0.15	Plava
0.04	0.40	0.41	0.00	0.14	0.00	0.00	0.00	Zelena
0.00	0.02	0.22	0.08	0.57	0.02	0.08	0.00	Tirkizna
0.00	0.00	0.06	0.24	0.33	0.09	0.24	0.03	Tirkizna
0.00	0.00	0.01	0.25	0.07	0.26	0.31	0.09	Modra
0.00	0.00	0.00	0.23	0.04	0.31	0.29	0.13	Indigo
0.00	0.00	0.05	0.20	0.56	0.02	0.13	0.04	Tirkizna
0.29	0.66	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.23	0.05	0.33	0.31	0.08	Indigo
0.00	0.00	0.01	0.29	0.08	0.19	0.29	0.15	Plava
0.39	0.59	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.11	0.19	0.31	0.13	0.25	0.01	Tirkizna
0.34	0.62	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.02	0.27	0.48	0.01	0.21	0.00	0.01	0.00	Zelena
0.00	0.00	0.00	0.23	0.04	0.32	0.29	0.11	Indigo
0.36	0.62	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.09	0.00	0.05	0.06	0.80	Magenta
0.00	0.00	0.02	0.31	0.26	0.08	0.24	0.10	Plava
0.00	0.00	0.19	0.14	0.30	0.14	0.22	0.01	Tirkizna
0.00	0.00	0.01	0.28	0.09	0.20	0.30	0.12	Modra
0.00	0.00	0.01	0.23	0.05	0.31	0.30	0.09	Indigo
0.02	0.21	0.56	0.01	0.19	0.00	0.01	0.00	Zelena
0.00	0.00	0.03	0.27	0.16	0.18	0.30	0.06	Modra
0.00	0.00	0.04	0.20	0.12	0.30	0.32	0.03	Modra
0.03	0.24	0.60	0.00	0.12	0.00	0.01	0.00	Zelena
0.69	0.31	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.75	0.25	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.24	0.06	0.29	0.31	0.09	Modra
0.00	0.00	0.01	0.27	0.10	0.22	0.31	0.09	Modra
0.35	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.03	0.33	0.47	0.00	0.16	0.00	0.01	0.00	Zelena
0.05	0.44	0.40	0.00	0.11	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.29	0.21	0.12	0.27	0.08	Plava
0.00	0.00	0.11	0.18	0.27	0.16	0.26	0.01	Tirkizna
0.00	0.00	0.00	0.16	0.02	0.47	0.28	0.05	Indigo
0.00	0.00	0.04	0.21	0.14	0.27	0.31	0.03	Modra
0.00	0.00	0.06	0.23	0.44	0.05	0.19	0.03	Tirkizna
0.01	0.07	0.70	0.01	0.17	0.02	0.03	0.00	Zelena
0.00	0.00	0.02	0.27	0.15	0.18	0.30	0.07	Modra
0.00	0.00	0.01	0.32	0.14	0.07	0.22	0.24	Plava
0.00	0.02	0.28	0.08	0.50	0.03	0.10	0.00	Tirkizna
0.00	0.00	0.00	0.26	0.06	0.24	0.29	0.14	Modra
0.00	0.01	0.22	0.11	0.48	0.04	0.13	0.00	Tirkizna
0.41	0.56	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.07	0.00	0.06	0.05	0.82	Magenta
0.00	0.00	0.02	0.27	0.15	0.18	0.30	0.07	Modra
0.00	0.00	0.00	0.20	0.01	0.29	0.23	0.26	Indigo
0.65	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.24	0.06	0.30	0.31	0.08	Modra
0.67	0.33	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.20	0.04	0.39	0.30	0.07	Indigo
0.02	0.23	0.55	0.01	0.18	0.00	0.01	0.00	Zelena
0.00	0.00	0.06	0.23	0.28	0.13	0.27	0.03	Tirkizna
0.00	0.00	0.18	0.14	0.30	0.14	0.22	0.01	Tirkizna
0.00	0.00	0.15	0.15	0.44	0.07	0.18	0.01	Tirkizna
0.58	0.41	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.16	0.07	0.41	0.31	0.02	Indigo
0.00	0.00	0.02	0.29	0.15	0.16	0.30	0.09	Modra
0.00	0.00	0.01	0.24	0.09	0.27	0.32	0.06	Modra
0.00	0.00	0.00	0.20	0.01	0.24	0.21	0.33	Magenta
0.00	0.01	0.22	0.10	0.51	0.04	0.12	0.00	Tirkizna
0.34	0.63	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.04	0.00	0.01	0.02	0.93	Magenta
0.64	0.35	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.08	0.84	0.05	0.00	0.03	0.00	0.00	0.00	Žuta
0.00	0.02	0.23	0.08	0.55	0.02	0.09	0.00	Tirkizna
0.03	0.27	0.54	0.00	0.14	0.00	0.01	0.00	Zelena
0.61	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.12	0.00	0.08	0.09	0.71	Magenta
0.00	0.00	0.01	0.22	0.05	0.35	0.30	0.08	Indigo
0.04	0.44	0.38	0.00	0.13	0.00	0.00	0.00	Žuta
0.69	0.31	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.28	0.08	0.21	0.29	0.13	Modra
0.00	0.00	0.15	0.16	0.43	0.07	0.18	0.01	Tirkizna
0.00	0.00	0.01	0.23	0.06	0.32	0.31	0.07	Indigo
0.00	0.00	0.00	0.12	0.00	0.12	0.10	0.66	Magenta
0.00	0.00	0.01	0.22	0.06	0.34	0.31	0.06	Indigo
0.02	0.18	0.64	0.00	0.14	0.00	0.01	0.00	Zelena
0.52	0.47	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.20	0.12	0.46	0.05	0.15	0.01	Tirkizna
0.38	0.60	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.24	0.33	0.09	0.24	0.03	Tirkizna
0.11	0.54	0.30	0.00	0.05	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.98	Magenta
0.00	0.00	0.00	0.06	0.00	0.06	0.05	0.83	Magenta
0.63	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.30	0.08	0.16	0.27	0.19	Plava
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.12	0.18	0.39	0.09	0.21	0.01	Tirkizna
0.53	0.47	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.15	0.01	0.44	0.21	0.21	Indigo
0.00	0.00	0.02	0.19	0.08	0.36	0.31	0.03	Indigo
0.00	0.00	0.00	0.21	0.02	0.36	0.27	0.15	Indigo
0.00	0.00	0.01	0.23	0.05	0.32	0.30	0.10	Indigo
0.00	0.00	0.01	0.24	0.09	0.28	0.32	0.06	Modra
0.00	0.00	0.00	0.13	0.01	0.05	0.08	0.74	Magenta
0.00	0.01	0.26	0.09	0.48	0.04	0.11	0.00	Tirkizna
0.00	0.00	0.01	0.26	0.06	0.26	0.30	0.12	Modra
0.00	0.00	0.12	0.18	0.36	0.10	0.22	0.01	Tirkizna
0.00	0.00	0.00	0.11	0.00	0.10	0.09	0.70	Magenta
0.04	0.33	0.49	0.00	0.14	0.00	0.01	0.00	Zelena
0.01	0.11	0.68	0.01	0.16	0.01	0.02	0.00	Zelena
0.00	0.00	0.00	0.02	0.00	0.02	0.01	0.95	Magenta
0.00	0.00	0.00	0.17	0.03	0.47	0.28	0.06	Indigo
0.00	0.00	0.01	0.27	0.10	0.22	0.31	0.09	Modra
0.00	0.00	0.00	0.09	0.00	0.07	0.06	0.78	Magenta
0.36	0.61	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.16	0.08	0.40	0.31	0.02	Indigo
0.00	0.00	0.00	0.23	0.04	0.31	0.29	0.13	Indigo
0.00	0.00	0.00	0.08	0.00	0.06	0.06	0.80	Magenta
0.73	0.27	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.27	0.06	0.22	0.29	0.14	Modra
0.00	0.00	0.01	0.28	0.10	0.21	0.30	0.10	Modra
0.00	0.00	0.00	0.12	0.00	0.11	0.09	0.68	Magenta
0.00	0.00	0.04	0.25	0.20	0.18	0.30	0.04	Modra
0.59	0.40	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.07	0.32	0.54	0.00	0.07	0.00	0.00	0.00	Zelena
0.56	0.43	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.33	0.62	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.33	0.63	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.19	0.01	0.20	0.18	0.42	Magenta
0.13	0.54	0.29	0.00	0.04	0.00	0.00	0.00	Žuta
0.00	0.00	0.24	0.12	0.36	0.10	0.18	0.00	Tirkizna
0.00	0.00	0.00	0.18	0.03	0.44	0.28	0.07	Indigo
0.00	0.00	0.00	0.24	0.03	0.23	0.25	0.26	Magenta
0.32	0.63	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.11	0.00	0.14	0.10	0.65	Magenta
0.00	0.00	0.02	0.23	0.09	0.29	0.32	0.05	Modra
0.05	0.41	0.41	0.00	0.12	0.00	0.00	0.00	Žuta
0.58	0.41	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.07	0.41	0.44	0.00	0.08	0.00	0.00	0.00	Zelena
0.34	0.62	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.18	0.03	0.44	0.29	0.06	Indigo
0.00	0.00	0.00	0.13	0.01	0.06	0.09	0.71	Magenta
0.66	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.03	0.19	0.66	0.00	0.11	0.00	0.01	0.00	Zelena
0.34	0.61	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.08	0.57	0.28	0.00	0.07	0.00	0.00	0.00	Žuta
0.00	0.00	0.13	0.16	0.22	0.21	0.27	0.01	Modra
0.00	0.01	0.26	0.09	0.49	0.04	0.11	0.00	Tirkizna
0.00	0.00	0.24	0.12	0.36	0.10	0.18	0.00	Tirkizna
0.35	0.62	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.29	0.66	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.10	0.00	0.06	0.07	0.77	Magenta
0.00	0.00	0.01	0.26	0.07	0.25	0.30	0.11	Modra
0.69	0.31	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.10	0.18	0.24	0.19	0.27	0.01	Modra
0.00	0.00	0.00	0.03	0.00	0.02	0.02	0.93	Magenta
0.00	0.01	0.29	0.09	0.44	0.05	0.12	0.00	Tirkizna
0.83	0.16	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.11	0.19	0.37	0.09	0.22	0.01	Tirkizna
0.00	0.00	0.00	0.19	0.01	0.34	0.24	0.22	Indigo
0.40	0.59	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.02	0.15	0.67	0.01	0.14	0.01	0.01	0.00	Zelena
0.38	0.57	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.65	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.44	0.52	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.34	0.56	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.17	0.14	0.46	0.06	0.16	0.01	Tirkizna
0.03	0.25	0.59	0.00	0.11	0.00	0.01	0.00	Zelena
0.00	0.00	0.00	0.18	0.01	0.31	0.21	0.29	Indigo
0.00	0.00	0.00	0.18	0.02	0.44	0.27	0.09	Indigo
0.00	0.00	0.00	0.15	0.00	0.14	0.13	0.58	Magenta
0.00	0.00	0.00	0.18	0.02	0.40	0.26	0.14	Indigo
